Id,SourceId,ItemId,Source,URL,Title,LongTitle,Creator,Date,ImageURL
nga_51139,nga,51139,National Gallery of Art,https://www.nga.gov/collection/art-object-page.51139.html,Composite Harbor Scene with Castle,Composite Harbor Scene with Castle,Jurgan Frederick Huge,1875,https://media.nga.gov/iiif/b1ba636f-04e3-4962-8343-a0f7127a8152/full/full/0/default.jpg?attachment_filename=composite_harbor_scene_with_castle_1969.11.2.jpg
nga_61379,nga,61379,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61379.html,Woman with a Parasol - Madame Monet and Her Son,Woman with a Parasol - Madame Monet and Her Son,Claude Monet,1875,https://media.nga.gov/iiif/99758d9d-c10b-4d02-a198-7e49afb1f3a6/full/full/0/default.jpg?attachment_filename=woman_with_a_parasol_-_madame_monet_and_her_son_1983.1.29.jpg
nga_59896,nga,59896,National Gallery of Art,https://www.nga.gov/collection/art-object-page.59896.html,Prize Bull,Prize Bull,H. Call,1876,https://media.nga.gov/iiif/6204adde-7a80-4bb8-b01f-e1802269850a/full/full/0/default.jpg?attachment_filename=prize_bull_1980.62.3.jpg
nga_61368,nga,61368,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61368.html,Little Girl in a Blue Armchair,Little Girl in a Blue Armchair,Mary Cassatt,1878,https://media.nga.gov/iiif/6dc9ca49-ea8c-4314-985a-ba2cfc3965cd/full/full/0/default.jpg?attachment_filename=little_girl_in_a_blue_armchair_1983.1.18.jpg
nga_46596,nga,46596,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46596.html,Madame Camus,Madame Camus,Edgar Degas,1869,https://media.nga.gov/iiif/aca3980f-d5bc-44cb-940d-791f9e8efc88/full/full/0/default.jpg?attachment_filename=madame_camus_1963.10.121.jpg
nga_42504,nga,42504,National Gallery of Art,https://www.nga.gov/collection/art-object-page.42504.html,Flowers and Fruit,Flowers and Fruit,American 19th Century,1870,https://media.nga.gov/iiif/53ee4651-d206-4927-ab97-080febc8d87c/full/full/0/default.jpg?attachment_filename=flowers_and_fruit_1953.5.101.jpg
nga_46599,nga,46599,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46599.html,Madame René de Gas,Madame René de Gas,Edgar Degas,1872,https://media.nga.gov/iiif/9a6b05c3-5d08-4bd6-b1c5-214682fc8d7e/full/full/0/default.jpg?attachment_filename=madame_rene_de_gas_1963.10.124.jpg
nga_126161,nga,126161,National Gallery of Art,https://www.nga.gov/collection/art-object-page.126161.html,"Mount Desert Island, Maine","Mount Desert Island, Maine",Jervis McEntee,1864,https://media.nga.gov/iiif/2e1b19eb-2e77-42c3-84f9-3bd10cdf8c9c/full/full/0/default.jpg?attachment_filename=mount_desert_island%2C_maine_2016.141.1.jpg
nga_46492,nga,46492,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46492.html,Girl in Red,Girl in Red,Edgar Degas,1866,https://media.nga.gov/iiif/0b5cefc9-8828-4bc7-b01b-be33f59a10bc/full/full/0/default.jpg?attachment_filename=girl_in_red_1963.10.17.jpg
si_saam_1956.10.1,si,saam_1956.10.1,The Smithsonian Institution,https://www.si.edu/object/shapes-fear%3Asaam_1956.10.1,Shapes of Fear,Shapes of Fear,Maynard Dixon,1930-1932,https://ids.si.edu/ids/download?id=SAAM-1956.10.1_1.jpg
si_saam_1909.10.2,si,saam_1909.10.2,The Smithsonian Institution,https://www.si.edu/object/moonlight%3Asaam_1909.10.2,Moonlight,Moonlight,Albert Pinkham Ryder,1887,https://ids.si.edu/ids/download?id=SAAM-1909.10.2_1.jpg
si_saam_1955.8.1,si,saam_1955.8.1,The Smithsonian Institution,https://www.si.edu/object/grand-canyon%3Asaam_1955.8.1,Grand Canyon,Grand Canyon,Carl Oscar Borg,ca. 1916-1932,https://ids.si.edu/ids/download?id=SAAM-1955.8.1_1.jpg
si_saam_2019.6.10,si,saam_2019.6.10,The Smithsonian Institution,https://www.si.edu/object/portrait-helen-lena-ten-broeck%3Asaam_2019.6.10,Portrait of Helen (Lena) Ten Broeck,Portrait of Helen (Lena) Ten Broeck,Ammi Phillips,1834,https://ids.si.edu/ids/download?id=SAAM-2019.6.10_1.jpg
si_saam_1986.70.10,si,saam_1986.70.10,The Smithsonian Institution,https://www.si.edu/object/blue-grotto%3Asaam_1986.70.10,The Blue Grotto,The Blue Grotto,Lawrence W. Ladd,ca. 1880,https://ids.si.edu/ids/download?id=SAAM-1986.70.10_1.jpg
si_saam_2000.11,si,saam_2000.11,The Smithsonian Institution,https://www.si.edu/object/neapolitan-song%3Asaam_2000.11,Neapolitan Song,Neapolitan Song,Joseph Stella,1929,https://ids.si.edu/ids/download?id=SAAM-2000.11_3.jpg
si_saam_1970.80,si,saam_1970.80,The Smithsonian Institution,https://www.si.edu/object/gouache%3Asaam_1970.80,Gouache,Gouache,H. Lyman Saÿen,ca. 1916,https://ids.si.edu/ids/download?id=SAAM-1970.80_1.jpg
si_saam_1970.355.736,si,saam_1970.355.736,The Smithsonian Institution,https://www.si.edu/object/quill-leaf-tillandsia-tillandsia-fasciculata%3Asaam_1970.355.736,Quill-Leaf Tillandsia (Tillandsia fasciculata),Quill-Leaf Tillandsia (Tillandsia fasciculata),Mary Vaux Walcott,1929,https://ids.si.edu/ids/download?id=SAAM-1970.355.736_1.jpg
si_saam_1986.65.216,si,saam_1986.65.216,The Smithsonian Institution,https://www.si.edu/object/sun-river-montana-us%3Asaam_1986.65.216,SUN RIVER Montana US,SUN RIVER Montana US,Unknown,ca. 1885,https://ids.si.edu/ids/download?id=SAAM-1986.65.216_1.jpg
si_saam_1967.6.13,si,saam_1967.6.13,The Smithsonian Institution,https://www.si.edu/object/portrait-girl%3Asaam_1967.6.13,Portrait of a Girl,Portrait of a Girl,H. Lyman Saÿen,1909-1914,https://ids.si.edu/ids/download?id=SAAM-1967.6.13_2.jpg
si_npg_NPG.2015.136,si,npg_NPG.2015.136,The Smithsonian Institution,https://www.si.edu/object/frida-kahlo%3Anpg_NPG.2015.136,Frida Kahlo,Frida Kahlo,Magda Pach,1933,https://ids.si.edu/ids/download?id=NPG-NPG_2015_136.jpg
si_npg_NPG.2016.125,si,npg_NPG.2016.125,The Smithsonian Institution,https://www.si.edu/object/alice-dunbar-nelson%3Anpg_NPG.2016.125,Alice Dunbar Nelson,Alice Dunbar Nelson,Laura Wheeler Waring,1927,https://ids.si.edu/ids/download?id=NPG-NPG_2016_125.jpg
si_npg_NPG.96.94,si,npg_NPG.96.94,The Smithsonian Institution,https://www.si.edu/object/lady-mary-victoria-leiter-curzon%3Anpg_NPG.96.94,Lady Mary Victoria Leiter Curzon,Lady Mary Victoria Leiter Curzon,Mary Victoria Leiter Curzon,1901,https://ids.si.edu/ids/download?id=NPG-NPG_96_94Curzon-000001.jpg
si_npg_NPG.66.48,si,npg_NPG.66.48,The Smithsonian Institution,https://www.si.edu/object/george-gershwin-self-portrait%3Anpg_NPG.66.48,George Gershwin Self-Portrait,George Gershwin Self-Portrait,George Gershwin,1934,https://ids.si.edu/ids/download?id=NPG-NPG_66_48.jpg
si_npg_NPG.73.30,si,npg_NPG.73.30,The Smithsonian Institution,https://www.si.edu/object/theresa-helburn%3Anpg_NPG.73.30,Theresa Helburn,Theresa Helburn,Theresa Helburn,1922,https://ids.si.edu/ids/download?id=NPG-NPG_73_30Helburn-000001.jpg
