Id,SourceId,ItemId,Source,URL,Title,LongTitle,Creator,Date,ImageURL
metmuseum_436838,metmuseum,436838,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436838,The Fortune-Teller,The Fortune-Teller,Georges de La Tour,probably 1630s,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-015.jpg
metmuseum_436535,metmuseum,436535,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436535,Wheat Field with Cypresses,Wheat Field with Cypresses,Vincent van Gogh,1889,https://images.metmuseum.org/CRDImages/ep/original/DT1567.jpg
metmuseum_435882,metmuseum,435882,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435882,Still Life with Apples and a Pot of Primroses,Still Life with Apples and a Pot of Primroses,Paul Cézanne,ca. 1890,https://images.metmuseum.org/CRDImages/ep/original/DT47.jpg
metmuseum_437826,metmuseum,437826,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437826,Venus and Adonis,Venus and Adonis,Titian (Tiziano Vecellio),1550s,https://images.metmuseum.org/CRDImages/ep/original/DP-19299-001.jpg
metmuseum_10154,metmuseum,10154,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/10154,"The Rocky Mountains, Lander's Peak","The Rocky Mountains, Lander's Peak",Albert Bierstadt,1863,https://images.metmuseum.org/CRDImages/ad/original/DT82.jpg
metmuseum_11417,metmuseum,11417,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/11417,Washington Crossing the Delaware,Washington Crossing the Delaware,Emanuel Leutze,1851,https://images.metmuseum.org/CRDImages/ad/original/DP215410.jpg
metmuseum_437879,metmuseum,437879,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437879,Study of a Young Woman,Study of a Young Woman,Johannes Vermeer,ca. 1665–67,https://images.metmuseum.org/CRDImages/ep/original/DP353256.jpg
metmuseum_436532,metmuseum,436532,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436532,Self-Portrait with a Straw Hat,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),Vincent van Gogh,1887,https://images.metmuseum.org/CRDImages/ep/original/DT1502_cropped2.jpg
metmuseum_459052,metmuseum,459052,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/459052,A Goldsmith in his Shop,A Goldsmith in his Shop,Petrus Christus,1449,https://images.metmuseum.org/CRDImages/rl/original/DT711.jpg
metmuseum_436528,metmuseum,436528,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436528,Irises,Irises,Vincent van Gogh,1890,https://images.metmuseum.org/CRDImages/ep/original/DP346474.jpg
metmuseum_437654,metmuseum,437654,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437654,Circus Sideshow (Parade de cirque),Circus Sideshow (Parade de cirque),Georges Seurat,1887–88,https://images.metmuseum.org/CRDImages/ep/original/DP375450_cropped.jpg
metmuseum_656430,metmuseum,656430,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/656430,Portrait of Yun Dongseom,Portrait of Yun Dongseom (1710–1795),Unidentified artist,ca. 1790–1805,https://images.metmuseum.org/CRDImages/as/original/DP341229.jpg
metmuseum_38038,metmuseum,38038,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/38038,A Lady Playing the Tanpura,A Lady Playing the Tanpura,Unknown,ca. 1735,https://images.metmuseum.org/CRDImages/as/original/DT243.jpg
metmuseum_49156,metmuseum,49156,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/49156,The Kangxi Emperor's Southern Inspection Tour,"The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai",Wang Hui,datable to 1698,https://images.metmuseum.org/CRDImages/as/original/DP105303_CRD.jpg
metmuseum_44918,metmuseum,44918,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/44918,Rough Waves,Rough Waves,Ogata Kōrin,ca. 1704–9,https://images.metmuseum.org/CRDImages/as/original/DT1615.jpg
metmuseum_37854,metmuseum,37854,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/37854,Vilaval Ragini: Folio from a ragamala series,Vilaval Ragini: Folio from a ragamala series (Garland of Musical Modes),Unknown,ca. 1680,https://images.metmuseum.org/CRDImages/as/original/DP259541.jpg
metmuseum_75274,metmuseum,75274,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/75274,Buddha Shakyamuni as Lord of the Munis,"Buddha Shakyamuni as ""Lord of the Munis""",Unknown,mid-17th century,https://images.metmuseum.org/CRDImages/as/original/DP279243_edt.jpg
metmuseum_65584,metmuseum,65584,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/65584,Krishna Revels with the Gopis: Page from a Dispersed Gita Govinda,Krishna Revels with the Gopis: Page from a Dispersed Gita Govinda (Song of the Cowherds),Unknown,ca. 1630–40,https://images.metmuseum.org/CRDImages/as/original/DP152290.jpg
metmuseum_37802,metmuseum,37802,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/37802,Mandala of Jnanadakini,Mandala of Jnanadakini,Unknown,late 14th century,https://images.metmuseum.org/CRDImages/as/original/DP-30187-002.jpg
metmuseum_11114,metmuseum,11114,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/11114,Channel Bass,Channel Bass,Winslow Homer,1904,https://images.metmuseum.org/CRDImages/ad/original/DP-21453-001.jpg
metmuseum_339671,metmuseum,339671,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/339671,Armor,Armor,Odilon Redon,1891,https://images.metmuseum.org/CRDImages/dp/original/DP139626.jpg
metmuseum_336327,metmuseum,336327,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/336327,Corridor in the Asylum,Corridor in the Asylum,Vincent van Gogh,September 1889,https://images.metmuseum.org/CRDImages/dp/original/DT365509.jpg
metmuseum_10360,metmuseum,10360,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/10360,Little Ida,Little Ida,Charles Calverley,1869; carved 1881,https://images.metmuseum.org/CRDImages/ad/original/04.38.2.jpg
metmuseum_337500,metmuseum,337500,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337500,Lady Lilith,Lady Lilith,Dante Gabriel Rossetti,1867,https://images.metmuseum.org/CRDImages/dp/original/DP289717.jpg
metmuseum_823660,metmuseum,823660,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/823660,Serape,Serape,Unidentified,ca. 1840–50,https://images.metmuseum.org/CRDImages/ad/original/DP-17953-001.jpg
metmuseum_2408,metmuseum,2408,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/2408,Sugar pot,Sugar pot,Unknown,1820–40,https://images.metmuseum.org/CRDImages/ad/original/DT158.jpg
metmuseum_674,metmuseum,674,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/674,Basin,Basin,Master Potter A,ca. 1650,https://images.metmuseum.org/CRDImages/ad/original/DT11610.jpg
metmuseum_451023,metmuseum,451023,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/451023,The Lovers,The Lovers,Riza-yi 'Abbasi,dated 1039 AH/1630 CE,https://images.metmuseum.org/CRDImages/is/original/DP240654.jpg
metmuseum_25111,metmuseum,25111,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/25111,Album of Tournaments and Parades in Nuremberg,Album of Tournaments and Parades in Nuremberg,Unknown,late 16th–mid-17th century,https://images.metmuseum.org/CRDImages/aa/original/DT770.jpg
metmuseum_469913,metmuseum,469913,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/469913,Saint Anthony Abbot,Saint Anthony Abbot,Nikolaus von Hagenau,ca. 1500,https://images.metmuseum.org/CRDImages/cl/original/DP366918.jpg
metmuseum_78187,metmuseum,78187,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/78187,Head of Bhairava,Head of Bhairava,Unknown,16th century,https://images.metmuseum.org/CRDImages/as/original/DP307219.jpg
metmuseum_467642,metmuseum,467642,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/467642,The Unicorn Rests in a Garden,The Unicorn Rests in a Garden (from the Unicorn Tapestries),Unknown,1495–1505,https://images.metmuseum.org/CRDImages/cl/original/DP118991.jpg
metmuseum_463188,metmuseum,463188,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/463188,Courtiers in a Rose Garden: A Lady and Two Gentlemen,Courtiers in a Rose Garden: A Lady and Two Gentlemen,Unknown,ca. 1440–50,https://images.metmuseum.org/CRDImages/md/original/DT153.jpg
metmuseum_466178,metmuseum,466178,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/466178,Fragment of a Tapestry or Wall Hanging,Fragment of a Tapestry or Wall Hanging,Unknown,ca. 1420–30,https://images.metmuseum.org/CRDImages/cl/original/MED610v2.jpg
metmuseum_453683,metmuseum,453683,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/453683,Jonah and the Whale,"""Jonah and the Whale"", Folio from a Jami al-Tavarikh (Compendium of Chronicles)",Unknown,ca. 1400,https://images.metmuseum.org/CRDImages/is/original/DP247599.jpg
metmuseum_39735,metmuseum,39735,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/39735,Panel with Peonies and Butterfly,Panel with Peonies and Butterfly,Unknown,late 14th–15th century,https://images.metmuseum.org/CRDImages/as/original/DT834.jpg
metmuseum_39737,metmuseum,39737,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/39737,"Textile with Animals, Birds, and Flowers","Textile with Animals, Birds, and Flowers",Unknown,late 12th–14th century,https://images.metmuseum.org/CRDImages/as/original/DT835.jpg
metmuseum_465991,metmuseum,465991,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/465991,Angels Swinging Censers,Angels Swinging Censers,Unknown,ca. 1170,https://images.metmuseum.org/CRDImages/md/original/DP-20496-001.jpg
metmuseum_38006,metmuseum,38006,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/38006,Portrait of the Indian Monk Atisha,Portrait of the Indian Monk Atisha,Unknown,early to mid-12th century,https://images.metmuseum.org/CRDImages/as/original/DP-15583-019.jpg
metmuseum_38265,metmuseum,38265,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/38265,Brahma,Brahma,Unknown,first quarter of the 10th century,https://images.metmuseum.org/CRDImages/as/original/DT5227.jpg
metmuseum_313240,metmuseum,313240,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/313240,Relief with Enthroned Ruler,Relief with Enthroned Ruler,Chakalte',early 770s,https://images.metmuseum.org/CRDImages/ao/original/DP104826.jpg
metmuseum_42163,metmuseum,42163,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/42163,"Buddha, probably Amitabha","Buddha, probably Amitabha",Unknown,early 7th century,https://images.metmuseum.org/CRDImages/as/original/DP-15581-004.jpg
metmuseum_309428,metmuseum,309428,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/309428,"Ear Ornament, Winged Runner","Ear Ornament, Winged Runner",Unknown,400–700 CE,https://images.metmuseum.org/CRDImages/ao/original/DP-25717-001.jpg
metmuseum_252884,metmuseum,252884,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/252884,Marble portrait head of the Emperor Constantine I,Marble portrait head of the Emperor Constantine I,Unknown,ca. 325–370 CE,https://images.metmuseum.org/CRDImages/gr/original/DP138715.jpg
metmuseum_322585,metmuseum,322585,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/322585,Panel with striding lion,Panel with striding lion,Unknown,ca. 604–562 BCE,https://images.metmuseum.org/CRDImages/an/original/DT891.jpg
metmuseum_544227,metmuseum,544227,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/544227,Hippopotamus,"Hippopotamus (""William"")",Unknown,ca. 1961–1878 B.C.,https://images.metmuseum.org/CRDImages/eg/original/DP248992.jpg
metmuseum_250951,metmuseum,250951,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/250951,Marble akroterion,Marble akroterion,Unknown,ca. 350–325 BCE,https://images.metmuseum.org/CRDImages/gr/original/DT259543.jpg
metmuseum_254801,metmuseum,254801,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/254801,Terracotta funerary plaque,Terracotta funerary plaque,Unknown,ca. 520–510 BCE,https://images.metmuseum.org/CRDImages/gr/original/DT200607.jpg
metmuseum_248902,metmuseum,248902,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/248902,Terracotta Panathenaic prize amphora,Terracotta Panathenaic prize amphora,Euphiletos Painter,ca. 530 BCE,https://images.metmuseum.org/CRDImages/gr/original/DP245713.jpg
nga_50724,nga,50724,National Gallery of Art,https://www.nga.gov/collection/art-object-page.50724.html,Ginevra de' Benci [obverse],Ginevra de' Benci [obverse],Leonardo da Vinci,1474,https://media.nga.gov/iiif/8f29e3c9-a289-4d53-abf0-31a66e9e98fa/full/full/0/default.jpg?attachment_filename=ginevra_de%27_benci__obverse__1967.6.1.a.jpg
nga_51,nga,51,National Gallery of Art,https://www.nga.gov/collection/art-object-page.51.html,Portrait of a Lady,Portrait of a Lady,Rogier van der Weyden,1460,https://media.nga.gov/iiif/513e34ae-b923-4aed-a85d-453d1a3b4fa3/full/full/0/default.jpg?attachment_filename=portrait_of_a_lady_1937.1.44.jpg
nga_163184,nga,163184,National Gallery of Art,https://www.nga.gov/collection/art-object-page.163184.html,The Concert,The Concert,Gerrit van Honthorst,1623,https://media.nga.gov/iiif/c66840d0-00b2-47d1-a4de-d157ad5712c2/full/full/0/default.jpg?attachment_filename=the_concert_2013.38.1.jpg
nga_60,nga,60,National Gallery of Art,https://www.nga.gov/collection/art-object-page.60.html,Girl with the Red Hat,Girl with the Red Hat,Johannes Vermeer,c. 1669,https://media.nga.gov/iiif/b705a403-3496-42e8-abf5-a37e34c32198/full/full/0/default.jpg?attachment_filename=girl_with_the_red_hat_1937.1.53.jpg
nga_166457,nga,166457,National Gallery of Art,https://www.nga.gov/collection/art-object-page.166457.html,"Grace Allison McCurdy and Her Daughters, Mary Jane and Letitia Grace","Grace Allison McCurdy (Mrs. Hugh McCurdy) and Her Daughters, Mary Jane and Letitia Grace",Joshua Johnson,1806,https://media.nga.gov/iiif/9693cf05-1a96-4da7-ab21-dfa2f10e81b6/full/full/0/default.jpg?attachment_filename=grace_allison_mccurdy_%28mrs._hugh_mccurdy%29_and_her_daughters%2C_mary_jane_and_letitia_grace_2014.136.146.jpg
nga_46569,nga,46569,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46569.html,The Boating Party,The Boating Party,Mary Cassatt,1893,https://media.nga.gov/iiif/da9ff160-755f-4f9a-a78c-75727ce61a3b/full/full/0/default.jpg?attachment_filename=the_boating_party_1963.10.94.jpg
nga_74796,nga,74796,National Gallery of Art,https://www.nga.gov/collection/art-object-page.74796.html,The Japanese Footbridge,The Japanese Footbridge,Claude Monet,1899,https://media.nga.gov/iiif/0b9cefb5-1ee4-401a-8154-8d4039191a28/full/full/0/default.jpg?attachment_filename=the_japanese_footbridge_1992.9.1.jpg
nga_35080,nga,35080,National Gallery of Art,https://www.nga.gov/collection/art-object-page.35080.html,Nonchaloir (Repose),Nonchaloir (Repose),John Singer Sargent,1911,https://media.nga.gov/iiif/718e014f-fb5f-4702-a95a-db496abefeb7/full/full/0/default.jpg?attachment_filename=nonchaloir_%28repose%29_1948.16.1.jpg
nga_30115,nga,30115,National Gallery of Art,https://www.nga.gov/collection/art-object-page.30115.html,"Allies Day, May 1917","Allies Day, May 1917",Childe Hassam,1917,https://media.nga.gov/iiif/15f8bb8b-ad0f-49e1-9948-60e87ede6be6/full/full/0/default.jpg?attachment_filename=allies_day%2C_may_1917_1943.9.1.jpg
nga_56662,nga,56662,National Gallery of Art,https://www.nga.gov/collection/art-object-page.56662.html,Baby (Cradle),Baby (Cradle),Gustav Klimt,1917,https://media.nga.gov/iiif/c9129cd8-4893-443a-ac43-8a64fdab5852/full/full/0/default.jpg?attachment_filename=baby_%28cradle%29_1978.41.1.jpg
nga_46519,nga,46519,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46519.html,Café Singer,Café Singer,Amedeo Modigliani,1917,https://media.nga.gov/iiif/ad117357-25b4-4058-b01a-7ea0db281ea0/full/full/0/default.jpg?attachment_filename=cafe_singer_1963.10.44.jpg
nga_166491,nga,166491,National Gallery of Art,https://www.nga.gov/collection/art-object-page.166491.html,Glass and Checkerboard,Glass and Checkerboard,Juan Gris,1917,https://media.nga.gov/iiif/d4ca2b12-bdf1-4360-a3de-4fb2b1927481/full/full/0/default.jpg?attachment_filename=glass_and_checkerboard_2017.122.1.jpg
nga_71239,nga,71239,National Gallery of Art,https://www.nga.gov/collection/art-object-page.71239.html,The Visit - Couple and Newcomer,The Visit - Couple and Newcomer,Ernst Ludwig Kirchner,1922,https://media.nga.gov/iiif/fba12450-1534-43b6-a871-2cc51fc428f9/full/full/0/default.jpg?attachment_filename=the_visit_-_couple_and_newcomer_1989.60.2.jpg
nga_46657,nga,46657,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46657.html,"Palazzo da Mula, Venice","Palazzo da Mula, Venice",Claude Monet,1908,https://media.nga.gov/iiif/f339a180-c87a-446b-8605-060f7b53f1a3/full/full/0/default.jpg?attachment_filename=palazzo_da_mula%2C_venice_1963.10.182.jpg
nga_46688,nga,46688,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46688.html,The Equatorial Jungle,The Equatorial Jungle,Henri Rousseau,1909,https://media.nga.gov/iiif/c6518c61-98bb-4759-9042-b4bc2ec343ef/full/full/0/default.jpg?attachment_filename=the_equatorial_jungle_1963.10.213.jpg
nga_62640,nga,62640,National Gallery of Art,https://www.nga.gov/collection/art-object-page.62640.html,Siberian Dogs in the Snow,Siberian Dogs in the Snow,Franz Marc,1909,https://media.nga.gov/iiif/bc95069a-43c7-4dc5-bbe4-8b34041203ed/full/full/0/default.jpg?attachment_filename=siberian_dogs_in_the_snow_1983.97.1.jpg
nga_52444,nga,52444,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52444.html,Family Group,Family Group,William Glackens,1910,https://media.nga.gov/iiif/82934d52-e0c1-4a48-b0fd-d96402b3921c/full/full/0/default.jpg?attachment_filename=family_group_1971.12.1.jpg
nga_206651,nga,206651,National Gallery of Art,https://www.nga.gov/collection/art-object-page.206651.html,"High Bridge at Night, New York City","High Bridge at Night, New York City",Ernest Lawson,1910,https://media.nga.gov/iiif/1751b321-4ea2-4253-aad6-82772d610e00/full/full/0/default.jpg?attachment_filename=high_bridge_at_night%2C_new_york_city_2016.129.1.jpg
nga_54131,nga,54131,National Gallery of Art,https://www.nga.gov/collection/art-object-page.54131.html,Murnau,Murnau,Alexej von Jawlensky,1910,https://media.nga.gov/iiif/25378dc6-d789-4af1-ba58-480bc250f43e/full/full/0/default.jpg?attachment_filename=murnau_1973.69.1.jpg
nga_108617,nga,108617,National Gallery of Art,https://www.nga.gov/collection/art-object-page.108617.html,The Bathers,The Bathers,Roger de La Fresnaye,1912,https://media.nga.gov/iiif/e784f7c8-96d2-4e2d-8e6e-1523e7d0f151/full/full/0/default.jpg?attachment_filename=the_bathers_2000.51.1.jpg
nga_46622,nga,46622,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46622.html,The Basket of Flowers,The Basket of Flowers,Frederick Carl Frieseke,1913,https://media.nga.gov/iiif/ff1d89ca-7eb4-445d-87cd-35214bd3fff2/full/full/0/default.jpg?attachment_filename=the_basket_of_flowers_1963.10.147.jpg
nga_52397,nga,52397,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52397.html,Political Drama,Political Drama,Robert Delaunay,1914,https://media.nga.gov/iiif/c7872b3a-6d88-4718-bac3-b52fa6278d73/full/full/0/default.jpg?attachment_filename=political_drama_1971.2.1.jpg
nga_121097,nga,121097,National Gallery of Art,https://www.nga.gov/collection/art-object-page.121097.html,Bathers,Bathers,Otto Mueller,1916,https://media.nga.gov/iiif/26af0947-66b6-4a70-bd05-823551f47bce/full/full/0/default.jpg?attachment_filename=bathers_2020.112.3.jpg
nga_66431,nga,66431,National Gallery of Art,https://www.nga.gov/collection/art-object-page.66431.html,Salem Cove,Salem Cove,Maurice Prendergast,1915,https://media.nga.gov/iiif/249223aa-3fd2-4591-ae57-8a472e8ba5fc/full/full/0/default.jpg?attachment_filename=salem_cove_1985.64.33.jpg
nga_219555,nga,219555,National Gallery of Art,https://www.nga.gov/collection/art-object-page.219555.html,Denise Maréchal,Denise Maréchal,Théo van Rysselberghe,1894,https://media.nga.gov/iiif/8319cbb0-0cb2-4a26-9943-2baaf62c481b/full/full/0/default.jpg?attachment_filename=denise_marechal_2019.118.1.jpg
nga_46524,nga,46524,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46524.html,"Rouen Cathedral, West Façade","Rouen Cathedral, West Façade",Claude Monet,1894,https://media.nga.gov/iiif/413faf9b-5d86-468a-8363-eea43c7fe9ba/full/full/0/default.jpg?attachment_filename=rouen_cathedral%2C_west_facade_1963.10.49.jpg
nga_158587,nga,158587,National Gallery of Art,https://www.nga.gov/collection/art-object-page.158587.html,Sunset at Scheveningen: A Fleet of Fishing Vessels at Anchor,Sunset at Scheveningen:  A Fleet of Fishing Vessels at Anchor,Hendrik Willem Mesdag,1894,https://media.nga.gov/iiif/6340c60b-570f-4872-b3be-16858dccafd0/full/full/0/default.jpg?attachment_filename=sunset_at_scheveningen___a_fleet_of_fishing_vessels_at_anchor_2012.48.1.jpg
nga_46538,nga,46538,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46538.html,Boy on the Rocks,Boy on the Rocks,Henri Rousseau,1895,https://media.nga.gov/iiif/c5bb7c2b-675e-4c31-8674-2e229e22a40b/full/full/0/default.jpg?attachment_filename=boy_on_the_rocks_1963.10.63.jpg
nga_72012,nga,72012,National Gallery of Art,https://www.nga.gov/collection/art-object-page.72012.html,Marcelle Lender Dancing the Bolero in Chilpéric,"Marcelle Lender Dancing the Bolero in ""Chilpéric""",Henri de Toulouse-Lautrec,1895,https://media.nga.gov/iiif/559cc50c-6e1b-47e3-82b0-547b14e2160a/full/full/0/default.jpg?attachment_filename=marcelle_lender_dancing_the_bolero_in__chilperic__1990.127.1.jpg
nga_61388,nga,61388,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61388.html,Woman in a Striped Dress,Woman in a Striped Dress,Edouard Vuillard,1895,https://media.nga.gov/iiif/d2920459-884b-4c3a-995b-e30f4ddcca67/full/full/0/default.jpg?attachment_filename=woman_in_a_striped_dress_1983.1.38.jpg
nga_46597,nga,46597,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46597.html,Four Dancers,Four Dancers,Edgar Degas,1899,https://media.nga.gov/iiif/8677586b-668f-42c9-b76c-f4ab7bdac80d/full/full/0/default.jpg?attachment_filename=four_dancers_1963.10.122.jpg
nga_52220,nga,52220,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52220.html,Young Spanish Woman with a Guitar,Young Spanish Woman with a Guitar,Auguste Renoir,1898,https://media.nga.gov/iiif/4ea1a505-ffe0-4045-9323-454992344051/full/full/0/default.jpg?attachment_filename=young_spanish_woman_with_a_guitar_1970.17.76.jpg
nga_66406,nga,66406,National Gallery of Art,https://www.nga.gov/collection/art-object-page.66406.html,The Bend in the Road,The Bend in the Road,Paul Cézanne,1900,https://media.nga.gov/iiif/ed2aa02e-6875-48dc-bcc9-d31f2a1e496f/full/full/0/default.jpg?attachment_filename=the_bend_in_the_road_1985.64.8.jpg
nga_130841,nga,130841,National Gallery of Art,https://www.nga.gov/collection/art-object-page.130841.html,Still Life with Bottles and Fruit,Still Life with Bottles and Fruit,Alexej von Jawlensky,1900,https://media.nga.gov/iiif/1f52e0d0-5111-4098-954a-452e1e0eee05/full/full/0/default.jpg?attachment_filename=still_life_with_bottles_and_fruit_2004.140.38.jpg
nga_42929,nga,42929,National Gallery of Art,https://www.nga.gov/collection/art-object-page.42929.html,Snow in New York,Snow in New York,Robert Henri,1902,https://media.nga.gov/iiif/243000de-3236-4cca-b4d5-6f4fe08b5ad7/full/full/0/default.jpg?attachment_filename=snow_in_new_york_1954.4.3.jpg
nga_46523,nga,46523,National Gallery of Art,https://www.nga.gov/collection/art-object-page.46523.html,"The Houses of Parliament, Sunset","The Houses of Parliament, Sunset",Claude Monet,1903,https://media.nga.gov/iiif/9eae6258-ec1c-442f-b353-a89cff510113/full/full/0/default.jpg?attachment_filename=the_houses_of_parliament%2C_sunset_1963.10.48.jpg
nga_108382,nga,108382,National Gallery of Art,https://www.nga.gov/collection/art-object-page.108382.html,Study of Lilia,Study of Lilia,Carolus-Duran,1887,https://media.nga.gov/iiif/3c84677d-13b9-4a27-a3ca-2e6705bdd4f0/full/full/0/default.jpg?attachment_filename=study_of_lilia_1999.45.1.jpg
nga_61369,nga,61369,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61369.html,"Breton Girls Dancing, Pont-Aven","Breton Girls Dancing, Pont-Aven",Paul Gauguin,1888,https://media.nga.gov/iiif/732faae9-f8fe-459b-b86e-1c6039024179/full/full/0/default.jpg?attachment_filename=breton_girls_dancing%2C_pont-aven_1983.1.19.jpg
nga_52215,nga,52215,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52215.html,Young Girl Reading,Young Girl Reading,Auguste Renoir,1888,https://media.nga.gov/iiif/6462ab17-0175-403d-9af4-fa89dc453263/full/full/0/default.jpg?attachment_filename=young_girl_reading_1970.17.71.jpg
nga_106382,nga,106382,National Gallery of Art,https://www.nga.gov/collection/art-object-page.106382.html,Self-Portrait,Self-Portrait,Vincent van Gogh,1889,https://media.nga.gov/iiif/54ee6643-e0f9-4b92-a1d2-441e5108724d/full/full/0/default.jpg?attachment_filename=self-portrait_1998.74.5.jpg
nga_66430,nga,66430,National Gallery of Art,https://www.nga.gov/collection/art-object-page.66430.html,"Charing Cross Bridge, London","Charing Cross Bridge, London",Camille Pissarro,1890,https://media.nga.gov/iiif/b4419dc5-cea3-4a69-9c48-60a896901ca1/full/full/0/default.jpg?attachment_filename=charing_cross_bridge%2C_london_1985.64.32.jpg
nga_116570,nga,116570,National Gallery of Art,https://www.nga.gov/collection/art-object-page.116570.html,Farmhouse at Le Pouldu,Farmhouse at Le Pouldu,Paul Sérusier,1890,https://media.nga.gov/iiif/b51d9c85-e16b-4dd0-8eb0-ec0d13466005/full/full/0/default.jpg?attachment_filename=farmhouse_at_le_pouldu_2000.95.1.jpg
nga_61248,nga,61248,National Gallery of Art,https://www.nga.gov/collection/art-object-page.61248.html,Calanque des Antibois,Calanque des Antibois,Henri Edmond Cross,1891,https://media.nga.gov/iiif/b7ab66f0-1522-46e6-b6e0-128875563fbb/full/full/0/default.jpg?attachment_filename=calanque_des_antibois_1982.76.2.jpg
nga_52956,nga,52956,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52956.html,Law of the Wild,Law of the Wild,Charles S. Raleigh,1881,https://media.nga.gov/iiif/67491bbe-edf6-4946-b9c1-d7f8733ced7a/full/full/0/default.jpg?attachment_filename=law_of_the_wild_1971.83.10.jpg
nga_52181,nga,52181,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52181.html,Flowers in a Crystal Vase,Flowers in a Crystal Vase,Edouard Manet,1882,https://media.nga.gov/iiif/8863a7bc-4cc4-4bc1-a5ee-0ac7b92dad76/full/full/0/default.jpg?attachment_filename=flowers_in_a_crystal_vase_1970.17.37.jpg
nga_214122,nga,214122,National Gallery of Art,https://www.nga.gov/collection/art-object-page.214122.html,Lemons,Lemons,George Henry Hall,1884,https://media.nga.gov/iiif/06632adc-7f3d-4f3b-809e-b7fcdba8f691/full/full/0/default.jpg?attachment_filename=lemons_2018.44.10.jpg
